1.000000E+0,1.000000E+0,3.710404E-3,3.710404E-3,1.000000E+0,1.465883E+3,5.960320E+5
8.000000E+0,3.800000E+2,6.353989E-3,5.609639E-4,2.105263E-2,1.465883E+3,1.278049E+6
1.500000E+1,6.760000E+2,8.215103E-3,6.588872E-4,2.218935E-2,1.538018E+3,2.328990E+6
5.000000E+0,2.110000E+2,4.305039E-3,6.744934E-4,2.369668E-2,1.538018E+3,2.362376E+6
3.000000E+0,2.700000E+1,3.710404E-3,9.892657E-4,1.111111E-1,1.538018E+3,2.514986E+6
1.000000E+0,1.000000E+0,4.305039E-3,4.305039E-3,1.000000E+0,1.538018E+3,3.331598E+6
4.500000E+1,4.810000E+2,2.111927E-2,1.431455E-3,9.355509E-2,1.538018E+3,3.696665E+6
3.100000E+1,2.471000E+3,8.215103E-3,4.051624E-4,1.254553E-2,1.538018E+3,3.798795E+6
6.100000E+1,9.150000E+2,1.682201E-2,1.477542E-3,6.666667E-2,1.538018E+3,3.935018E+6
1.600000E+1,4.340000E+2,1.063980E-2,8.801174E-4,3.686636E-2,1.538018E+3,3.985451E+6
5.000000E+0,5.730000E+2,5.391274E-3,3.867238E-4,8.726003E-3,1.701115E+3,4.386565E+6
1.000000E+0,2.000000E+0,6.353989E-3,5.230561E-3,5.000000E-1,1.701115E+3,4.400032E+6
3.000000E+0,9.800000E+1,4.723206E-3,5.596744E-4,3.061224E-2,1.701115E+3,4.530902E+6
5.000000E+0,9.000000E+1,3.906250E-3,6.835911E-4,5.555556E-2,1.701115E+3,4.562607E+6
1.000000E+0,1.000000E+0,4.107133E-3,4.107133E-3,1.000000E+0,1.701115E+3,4.582379E+6
1.310000E+2,1.255000E+3,3.814697E-2,2.270179E-3,1.043825E-1,1.701115E+3,4.916742E+6
6.300000E+1,8.830000E+2,1.063980E-2,1.178797E-3,7.134768E-2,1.701115E+3,4.945001E+6
5.500000E+1,4.044000E+3,1.447216E-2,5.954311E-4,1.360040E-2,1.701115E+3,4.948361E+6
1.000000E+0,2.000000E+0,3.906250E-3,3.906250E-3,5.000000E-1,1.701115E+3,5.091823E+6
3.000000E+0,1.990000E+2,4.305039E-3,4.099869E-4,1.507538E-2,1.701115E+3,5.187517E+6
1.000000E+0,1.000000E+0,3.710404E-3,3.710404E-3,1.000000E+0,1.701115E+3,5.394747E+6
3.000000E+0,4.880000E+2,4.107133E-3,4.168700E-4,6.147541E-3,1.701115E+3,5.403994E+6
5.000000E+0,2.550000E+2,4.943848E-3,6.033313E-4,1.960784E-2,1.701115E+3,5.623320E+6
1.000000E+0,1.000000E+0,1.196289E-2,1.196289E-2,1.000000E+0,1.701115E+3,5.699702E+6
6.000000E+0,7.660000E+2,5.626831E-3,4.403134E-4,7.832898E-3,1.701115E+3,5.928298E+6
5.000000E+0,3.400000E+1,4.943848E-3,1.720443E-3,1.470588E-1,1.874092E+3,6.142730E+6
1.000000E+0,2.000000E+0,4.723206E-3,4.415169E-3,5.000000E-1,1.874092E+3,6.457557E+6
3.700000E+1,6.150000E+2,1.301304E-2,1.331641E-3,6.016260E-2,1.874092E+3,6.537846E+6
1.000000E+0,2.000000E+0,4.515801E-3,4.311467E-3,5.000000E-1,1.874092E+3,6.655868E+6
5.900000E+1,6.430000E+2,1.336350E-2,1.684133E-3,9.175739E-2,1.874092E+3,6.693434E+6
8.100000E+1,1.618000E+3,1.641289E-2,1.041261E-3,5.006180E-2,1.874092E+3,6.707840E+6
2.700000E+1,2.617000E+3,6.599579E-3,4.687958E-4,1.031716E-2,1.874092E+3,6.893253E+6
9.000000E+0,5.520000E+2,6.859932E-3,6.031609E-4,1.630435E-2,1.874092E+3,7.110485E+6
1.000000E+0,1.000000E+0,1.562500E-2,1.562500E-2,1.000000E+0,1.874092E+3,7.149548E+6
1.000000E+0,1.000000E+0,1.196289E-2,1.196289E-2,1.000000E+0,1.874092E+3,7.199978E+6
9.700000E+1,3.616000E+3,9.692345E-3,5.961272E-4,2.682522E-2,1.874092E+3,7.347486E+6
1.300000E+1,1.806000E+3,5.169526E-3,4.290412E-4,7.198228E-3,1.874092E+3,7.356295E+6
1.000000E+0,1.000000E+0,1.562500E-2,1.562500E-2,1.000000E+0,1.874092E+3,7.599749E+6
7.000000E+0,6.520000E+2,4.943848E-3,4.913973E-4,1.073620E-2,1.874092E+3,7.681382E+6
1.500000E+1,1.900000E+2,6.353989E-3,1.153962E-3,7.894737E-2,1.874092E+3,7.758807E+6
1.700000E+1,1.430000E+3,7.115021E-3,4.471030E-4,1.188811E-2,1.874092E+3,7.847502E+6
8.200000E+1,8.020000E+2,1.682201E-2,1.420874E-3,1.022444E-1,1.874092E+3,7.851611E+6
1.000000E+0,1.000000E+0,4.107133E-3,4.107133E-3,1.000000E+0,2.047783E+3,8.067717E+6
2.900000E+1,1.059000E+3,9.382401E-3,7.553833E-4,2.738432E-2,2.047783E+3,8.148678E+6
1.000000E+0,1.000000E+0,3.906250E-3,3.906250E-3,1.000000E+0,2.047783E+3,8.219476E+6
2.700000E+1,3.840000E+2,1.095692E-2,1.222408E-3,7.031250E-2,2.047783E+3,8.854916E+6
1.000000E+0,1.000000E+0,3.710404E-3,3.710404E-3,1.000000E+0,2.047783E+3,8.861125E+6
1.000000E+0,1.000000E+0,4.107133E-3,4.107133E-3,1.000000E+0,2.047783E+3,8.892249E+6
1.100000E+1,1.952000E+3,5.858079E-3,5.027057E-4,5.635246E-3,2.047783E+3,9.222634E+6
5.130000E+2,7.731000E+3,1.006157E-1,3.061707E-3,6.635623E-2,2.047783E+3,9.231201E+6
2.500000E+1,3.730000E+2,7.115021E-3,9.566555E-4,6.702413E-2,2.047783E+3,9.338442E+6
1.700000E+1,2.000000E+2,9.692345E-3,1.236722E-3,8.500000E-2,2.047783E+3,9.464758E+6
5.000000E+0,2.110000E+2,7.385254E-3,8.324936E-4,2.369668E-2,2.047783E+3,9.514047E+6
1.870000E+2,6.136000E+3,1.410736E-2,7.611967E-4,3.047588E-2,2.047783E+3,9.650307E+6
6.200000E+1,1.295000E+3,1.063980E-2,9.022486E-4,4.787645E-2,2.047783E+3,9.893291E+6
3.000000E+0,2.010000E+2,5.391274E-3,5.416069E-4,1.492537E-2,2.267653E+3,1.054361E+7
3.050000E+2,3.393000E+3,4.715981E-2,1.970833E-3,8.989095E-2,2.267653E+3,1.058424E+7
1.000000E+0,1.000000E+0,3.710404E-3,3.710404E-3,1.000000E+0,2.267653E+3,1.070855E+7
3.900000E+1,5.870000E+2,1.129166E-2,1.037744E-3,6.643952E-2,2.267653E+3,1.084693E+7
1.000000E+0,2.000000E+0,4.107133E-3,4.107133E-3,5.000000E-1,2.267653E+3,1.093342E+7
8.300000E+1,1.917000E+3,9.382401E-3,8.835104E-4,4.329682E-2,2.267653E+3,1.144857E+7
1.180000E+2,1.432000E+3,2.691650E-2,1.796854E-3,8.240223E-2,2.267653E+3,1.194084E+7
2.170000E+2,5.684000E+3,1.373291E-2,8.935867E-4,3.817734E-2,2.461959E+3,1.210961E+7
2.300000E+1,2.877000E+3,6.599579E-3,4.364061E-4,7.994439E-3,2.461959E+3,1.240107E+7
2.900000E+1,3.840000E+2,8.789062E-3,1.065297E-3,7.552083E-2,2.461959E+3,1.240615E+7
1.000000E+0,1.000000E+0,4.305039E-3,4.305039E-3,1.000000E+0,2.461959E+3,1.244960E+7
7.000000E+0,4.600000E+2,5.391274E-3,6.347124E-4,1.521739E-2,2.461959E+3,1.249909E+7
2.100000E+1,3.950000E+2,7.660523E-3,9.231314E-4,5.316456E-2,2.461959E+3,1.250282E+7
3.000000E+0,4.200000E+1,4.305039E-3,6.070467E-4,7.142857E-2,2.461959E+3,1.293574E+7
